UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure,Failure Type
3991,H33404,H,302.2,311.2,1692,28.2,122,False,No Failure
9416,M24275,M,298.2,308.7,1361,44.2,0,False,No Failure
6298,M21157,M,301.1,310.5,1309,60.7,100,False,No Failure
336,L47515,L,297.4,308.1,1749,25.9,8,False,No Failure
2432,M17291,M,298.9,308.2,1411,51.3,43,False,No Failure
874,L48053,L,295.9,306.4,1892,21.7,72,False,No Failure
5067,L52246,L,304.1,313.1,1550,30.9,9,False,No Failure
3962,M18821,M,302.2,311.4,1642,32.1,42,False,No Failure
4436,L51615,L,302.3,310.1,1321,52.7,134,True,Heat Dissipation Failure
6165,H35578,H,300.9,310.7,1656,30.7,200,False,No Failure
3501,H32914,H,301.9,311.0,1871,26.0,132,False,No Failure
5678,L52857,L,302.3,311.8,1281,51.7,61,False,No Failure
9055,M23914,M,297.3,308.4,1521,38.2,87,False,No Failure
4648,L51827,L,303.3,311.4,1958,21.5,0,False,No Failure
9833,L57012,L,298.4,309.2,2118,17.7,210,False,No Failure
8564,L55743,L,298.0,308.9,1500,36.7,104,False,No Failure
7940,L55119,L,300.8,311.8,1417,43.4,223,False,No Failure
7303,L54482,L,300.1,310.5,1494,44.2,117,False,No Failure
6627,L53806,L,301.6,310.6,1613,42.5,97,False,No Failure
1286,M16145,M,298.5,309.6,1492,41.7,100,False,No Failure
1929,L49108,L,298.0,307.8,1623,29.9,24,False,No Failure
6760,L53939,L,301.7,311.0,1441,44.3,208,True,Tool Wear Failure
7695,H37108,H,300.6,311.7,1500,36.7,17,False,No Failure
5184,M20043,M,303.9,313.0,1901,22.5,110,False,No Failure
2157,M17016,M,299.4,308.9,1457,41.5,201,False,No Failure
9493,L56672,L,299.1,309.9,1586,36.6,215,False,No Failure
3650,L50829,L,302.2,311.5,1481,40.4,93,False,No Failure
1413,M16272,M,298.8,309.9,1415,53.2,194,False,No Failure
6279,L53458,L,301.2,310.7,1568,38.3,49,False,No Failure
5431,L52610,L,302.8,312.5,1694,28.4,66,False,No Failure
4144,L51323,L,301.7,310.1,1500,39.6,56,False,No Failure
6224,M21083,M,301.1,310.9,1552,37.9,126,False,No Failure
8482,M23341,M,298.3,309.4,1595,29.0,103,False,No Failure
2808,M17667,M,299.9,309.3,1452,41.9,106,False,No Failure
3240,L50419,L,301.0,309.5,1430,48.5,122,False,No Failure
8677,M23536,M,297.3,308.5,1520,42.4,171,False,No Failure
3417,L50596,L,301.5,310.5,1435,44.6,135,False,No Failure
7081,L54260,L,300.7,310.4,1543,47.3,203,False,No Failure
190,M15049,M,298.3,308.4,1539,43.4,69,False,No Failure
1902,M16761,M,297.9,307.6,1505,40.1,166,False,No Failure
8849,M23708,M,297.5,308.9,1436,44.8,2,False,No Failure
7393,M22252,M,299.7,310.5,1492,39.3,131,False,No Failure
9174,H38587,H,297.8,308.9,1650,32.2,195,False,No Failure
5665,M20524,M,302.2,311.4,1539,35.1,24,False,No Failure
9736,L56915,L,299.0,310.1,1444,47.7,161,False,No Failure
5020,M19879,M,304.0,313.1,1466,39.5,83,False,No Failure
8553,L55732,L,298.2,309.1,1467,44.5,80,False,No Failure
9100,H38513,H,297.3,308.1,1477,52.3,2,False,No Failure
1258,L48437,L,297.5,308.9,1466,43.0,15,False,No Failure
1141,M16000,M,296.9,307.9,1385,44.8,144,False,No Failure
6760,L53939,L,301.7,311.0,1441,44.3,208,True,Tool Wear Failure
5281,L52460,L,303.6,312.9,1480,41.4,135,False,No Failure
5091,M19950,M,303.9,313.2,1570,40.7,74,False,No Failure
5825,L53004,L,301.2,311.0,1596,37.2,219,False,No Failure
5715,L52894,L,302.2,311.8,1618,36.0,158,False,No Failure
1395,L48574,L,299.1,310.4,1527,44.0,149,False,No Failure
643,M15502,M,297.8,309.4,1226,58.7,129,False,No Failure
9362,L56541,L,298.0,308.6,1610,33.1,56,False,No Failure
9986,H39399,H,298.7,308.5,1572,35.6,202,False,No Failure
9158,L56337,L,297.5,308.5,1462,52.3,148,False,No Failure
6704,M21563,M,301.5,310.7,1744,28.2,61,False,No Failure
4038,M18897,M,302.0,310.8,1609,35.2,4,False,No Failure
7579,L54758,L,300.4,311.2,1673,28.9,171,False,No Failure
2600,M17459,M,299.2,308.9,1447,39.6,22,False,No Failure
9362,L56541,L,298.0,308.6,1610,33.1,56,False,No Failure
1680,L48859,L,298.0,307.5,1792,27.9,217,False,No Failure
3810,L50989,L,302.2,310.8,1350,56.6,76,False,No Failure
9541,M24400,M,299.4,310.8,1628,40.2,111,False,No Failure
3028,L50207,L,300.5,309.5,1777,23.6,0,False,No Failure
9179,L56358,L,297.8,309.0,1340,56.9,6,False,No Failure
6137,H35550,H,300.9,310.8,1390,40.6,131,False,No Failure
2708,M17567,M,299.6,309.0,1539,36.1,76,False,No Failure
7762,H37175,H,300.4,311.6,1715,30.8,203,False,No Failure
9924,M24783,M,298.5,308.7,1615,33.3,41,False,No Failure
870,L48049,L,295.8,306.5,1358,49.2,63,False,No Failure
8179,L55358,L,299.7,311.2,1352,52.1,176,False,No Failure
1239,M16098,M,297.1,308.4,1615,32.6,184,False,No Failure
1924,L49103,L,298.0,307.7,1529,34.1,11,False,No Failure
3203,L50382,L,300.2,309.2,1430,43.4,24,False,No Failure
9064,L56243,L,297.2,308.3,1419,39.7,115,False,No Failure
755,M15614,M,296.9,308.1,1483,44.3,219,False,No Failure
5216,M20075,M,303.7,312.7,1532,42.7,194,False,No Failure
1093,M15952,M,296.9,307.6,1685,32.0,10,False,No Failure
7150,L54329,L,300.2,309.8,1506,41.8,161,False,No Failure
8494,M23353,M,298.3,309.5,1560,36.9,131,False,No Failure
5378,L52557,L,302.9,312.4,2030,19.1,192,False,No Failure
3865,M18724,M,302.5,311.4,1629,31.7,225,False,No Failure
1136,L48315,L,296.9,307.9,1535,39.2,133,False,No Failure
2257,L49436,L,299.1,308.3,1489,38.1,32,False,No Failure
8143,M23002,M,299.7,311.0,1448,49.8,80,False,No Failure
4506,L51685,L,302.4,310.1,1426,46.8,95,False,No Failure
7186,L54365,L,300.3,310.4,1672,29.2,39,False,No Failure
9821,M24680,M,298.6,309.5,1568,36.7,182,False,No Failure
336,L47515,L,297.4,308.1,1749,25.9,8,False,No Failure
8461,L55640,L,298.7,309.9,1372,54.7,44,False,No Failure
451,M15310,M,297.6,308.7,1419,41.7,81,False,No Failure
6486,L53665,L,300.6,309.8,1629,37.6,162,False,No Failure
2841,H32254,H,300.4,309.4,1487,38.9,185,False,No Failure
4541,M19400,M,302.5,310.4,1580,35.6,176,False,No Failure
1867,M16726,M,298.1,307.9,1662,28.9,76,False,No Failure
1773,L48952,L,298.4,308.0,1508,47.9,25,False,No Failure
2442,L49621,L,299.1,308.5,1676,31.0,69,False,No Failure
6567,L53746,L,301.3,310.6,1966,22.6,161,False,No Failure
4839,H34252,H,303.3,311.8,1649,29.4,49,False,No Failure
4100,L51279,L,302.0,310.4,1464,47.2,159,False,No Failure
192,L47371,L,298.2,308.4,1666,34.6,74,False,No Failure
1507,L48686,L,298.0,308.8,1610,33.7,212,False,No Failure
8885,L56064,L,298.0,309.2,1527,32.4,99,False,No Failure
8561,L55740,L,298.3,309.0,1408,45.4,98,False,No Failure
8772,L55951,L,297.5,308.6,1536,39.0,202,False,No Failure
6434,L53613,L,300.3,309.9,1570,34.0,31,False,No Failure
8499,L55678,L,298.4,309.6,1479,37.8,144,False,No Failure
256,L47435,L,298.0,308.2,1489,40.4,11,False,No Failure
6916,L54095,L,301.0,311.4,1484,36.2,188,False,No Failure
5871,L53050,L,301.5,311.1,2055,16.8,105,False,No Failure
3479,L50658,L,301.8,310.7,1597,30.8,74,False,No Failure
5533,L52712,L,302.4,311.8,1476,46.6,110,False,No Failure
2604,M17463,M,299.3,309.2,1334,46.3,31,False,No Failure
3612,L50791,L,301.7,310.9,1405,46.4,207,True,Tool Wear Failure
4391,M19250,M,302.2,310.1,1421,45.4,9,False,No Failure
3188,M18047,M,300.2,309.4,1752,27.8,208,False,No Failure
9366,M24225,M,298.0,308.6,1254,55.8,65,False,No Failure
2570,H31983,H,299.5,309.2,1872,22.6,162,False,No Failure
5382,L52561,L,302.8,312.4,1651,27.0,200,False,No Failure
2976,H32389,H,300.5,309.4,1360,46.2,93,False,No Failure
3953,L51132,L,302.3,311.4,1476,37.3,20,False,No Failure
877,L48056,L,295.7,306.3,1915,22.4,79,False,No Failure
9298,M24157,M,298.1,308.9,1479,43.4,105,False,No Failure
6098,H35511,H,300.9,310.8,1477,38.4,31,False,No Failure
9230,M24089,M,298.1,309.0,2042,17.8,129,False,No Failure
1412,L48591,L,298.9,310.1,1944,23.4,192,False,No Failure
1843,H31256,H,297.7,307.1,1855,22.5,7,False,No Failure
3379,L50558,L,301.5,310.7,1568,33.1,38,False,No Failure
8461,L55640,L,298.7,309.9,1372,54.7,44,False,No Failure
8656,L55835,L,297.3,308.3,1268,60.6,119,False,No Failure
8527,L55706,L,298.3,309.3,1401,51.9,14,False,No Failure
7318,L54497,L,299.9,310.3,1638,29.1,152,False,No Failure
232,L47411,L,298.3,308.4,1408,43.1,177,False,No Failure
8046,M22905,M,300.7,311.9,1366,55.1,36,False,No Failure
2869,L50048,L,300.8,309.7,1418,46.6,12,False,No Failure
9156,L56335,L,297.5,308.5,1340,57.4,143,False,No Failure
985,L48164,L,296.3,307.1,1419,48.6,142,False,No Failure
733,L47912,L,297.2,308.6,1924,22.1,163,False,No Failure
4050,L51229,L,301.8,310.8,1505,41.2,33,False,No Failure
6712,L53891,L,301.5,310.7,1426,46.1,81,False,No Failure
2289,M17148,M,299.4,308.6,1541,39.1,109,False,No Failure
8371,L55550,L,298.8,309.8,1634,33.6,27,False,No Failure
4977,L52156,L,303.7,312.7,1359,56.8,194,True,Overstrain Failure
3972,H33385,H,302.2,311.4,1625,35.4,70,False,No Failure
1689,L48868,L,297.9,307.4,1606,35.5,14,False,No Failure
7886,L55065,L,300.7,312.3,1590,36.3,93,False,No Failure
5701,L52880,L,302.5,311.9,1497,41.6,123,False,No Failure
8240,L55419,L,299.0,310.4,1339,49.6,94,False,No Failure
902,H30315,H,295.6,306.1,1256,62.3,142,False,No Failure
6279,L53458,L,301.2,310.7,1568,38.3,49,False,No Failure
7523,L54702,L,300.1,311.5,1334,54.0,26,False,No Failure
8854,L56033,L,297.7,308.9,1458,41.1,14,False,No Failure
3165,L50344,L,300.4,309.7,1685,31.3,152,False,No Failure
8642,M23501,M,297.6,308.5,1360,48.6,77,False,No Failure
6167,H35580,H,300.9,310.7,1403,40.6,207,False,No Failure
8977,L56156,L,296.7,307.4,1535,34.6,114,False,No Failure
4149,L51328,L,301.9,310.3,1972,21.3,67,False,No Failure
2392,L49571,L,299.2,308.4,1580,32.6,142,False,No Failure
8841,M23700,M,297.3,308.7,1542,37.0,184,False,No Failure
454,L47633,L,297.4,308.7,1510,36.2,92,False,No Failure
9086,H38499,H,297.1,307.9,1365,54.0,174,False,No Failure
345,M15204,M,297.5,308.2,2448,13.8,29,False,No Failure
6327,L53506,L,300.6,310.0,1455,40.4,172,False,No Failure
1385,L48564,L,298.9,310.3,1484,43.8,124,False,No Failure
4343,M19202,M,301.7,309.8,1284,68.2,111,True,Power Failure
5912,M20771,M,300.8,310.4,1288,64.0,3,False,No Failure
1758,M16617,M,298.1,307.4,1335,56.2,190,False,No Failure
6634,M21493,M,301.5,310.5,1737,29.3,114,False,No Failure
4670,M19529,M,303.3,311.5,1373,47.3,60,True,Heat Dissipation Failure
598,H30011,H,297.6,309.6,1428,46.6,13,False,No Failure
4060,L51239,L,301.9,310.8,1465,44.3,57,False,No Failure
570,M15429,M,297.7,309.6,1596,35.2,173,False,No Failure
4483,H33896,H,302.7,310.5,1568,36.9,28,False,No Failure
5827,M20686,M,301.3,311.1,1492,41.2,223,False,No Failure
1786,L48965,L,298.2,308.0,1538,38.2,59,False,No Failure
8655,M23514,M,297.4,308.4,1441,46.8,116,False,No Failure
1461,L48640,L,299.0,310.3,1437,47.8,99,False,No Failure
9676,M24535,M,299.0,310.2,1298,57.2,10,False,No Failure
6239,L53418,L,301.3,310.8,1390,57.4,164,False,No Failure
478,H29891,H,297.4,309.0,1468,41.4,156,False,No Failure
4050,L51229,L,301.8,310.8,1505,41.2,33,False,No Failure
9013,L56192,L,297.2,308.0,1705,26.0,200,False,No Failure
1490,M16349,M,298.2,309.0,1723,26.6,168,False,No Failure
2959,M17818,M,300.8,309.5,1481,44.5,49,False,No Failure
992,M15851,M,296.1,307.0,1523,42.0,164,False,No Failure
6143,L53322,L,300.9,310.9,1755,27.9,148,False,No Failure
1034,H30447,H,296.4,307.5,1556,38.0,62,False,No Failure
4387,L51566,L,301.9,309.7,1719,31.9,0,False,No Failure
8986,L56165,L,297.1,307.8,1584,42.3,135,False,No Failure
1630,M16489,M,297.9,307.9,1336,54.4,82,False,No Failure
1289,M16148,M,298.5,309.6,1441,48.2,107,False,No Failure
8104,M22963,M,300.3,311.9,1429,41.6,184,False,No Failure
5103,M19962,M,304.1,313.5,1587,33.6,108,False,No Failure
9755,M24614,M,298.5,309.7,1552,34.0,205,False,No Failure
297,L47476,L,298.0,308.5,1395,46.2,122,False,No Failure
3884,M18743,M,302.4,311.4,1534,40.1,41,False,No Failure
5918,L53097,L,300.6,310.2,1341,52.6,21,False,No Failure
1402,H30815,H,298.9,310.2,1532,37.7,166,False,No Failure
2378,M17237,M,299.2,308.3,1582,45.5,107,False,No Failure
8516,L55695,L,298.2,309.4,1443,45.4,187,False,No Failure
5169,H34582,H,304.1,313.4,1696,29.6,65,False,No Failure
9709,L56888,L,299.0,310.1,1664,29.7,89,False,No Failure
8096,L55275,L,300.2,311.7,1493,48.3,167,False,No Failure
1831,L49010,L,297.8,307.3,1859,24.0,178,False,No Failure
773,H30186,H,296.8,308.0,1453,51.0,24,False,No Failure
6358,L53537,L,300.2,309.8,1398,54.8,39,False,No Failure
8919,L56098,L,297.1,308.2,1402,51.2,186,False,No Failure
7968,M22827,M,301.0,312.2,1629,32.6,69,False,No Failure
1457,L48636,L,299.0,310.3,1501,43.0,91,False,No Failure
4344,L51523,L,301.7,309.8,1491,39.3,114,False,No Failure
9120,M23979,M,297.4,308.4,1675,29.5,59,False,No Failure
4368,H33781,H,302.0,309.9,1447,42.8,185,False,No Failure
5943,L53122,L,300.7,310.7,1450,43.4,80,False,No Failure
3979,L51158,L,302.2,311.3,1382,46.4,94,False,No Failure
5108,L52287,L,303.9,313.2,1540,44.4,119,False,No Failure
8642,M23501,M,297.6,308.5,1360,48.6,77,False,No Failure
5423,M20282,M,302.7,312.4,1422,44.5,49,False,No Failure
9159,H38572,H,297.4,308.4,1487,46.2,150,False,No Failure
4004,L51183,L,302.1,311.2,1519,39.3,155,False,No Failure
2749,L49928,L,299.7,309.2,1631,35.1,177,False,No Failure
3901,M18760,M,302.1,311.1,1450,51.6,86,False,No Failure
8871,M23730,M,297.9,309.1,1338,49.6,56,False,No Failure
426,M15285,M,297.3,308.4,1665,28.9,17,False,No Failure
7087,L54266,L,300.6,310.4,2514,13.4,215,False,No Failure
7702,H37115,H,300.8,311.7,1468,38.7,39,False,No Failure
8586,M23445,M,297.4,307.9,1338,48.5,158,False,No Failure
665,L47844,L,297.5,308.9,1390,47.4,187,False,No Failure
3223,M18082,M,300.7,309.7,1435,44.7,76,False,No Failure
5605,L52784,L,302.9,312.2,1513,37.8,92,False,No Failure
7154,L54333,L,300.2,310.0,1493,47.3,172,False,No Failure
2647,M17506,M,299.8,309.5,1453,43.2,153,False,No Failure
8086,L55265,L,300.2,311.4,1331,49.8,143,False,No Failure
6739,H36152,H,301.8,311.1,1463,50.1,149,False,No Failure
8412,L55591,L,298.6,309.8,1496,37.7,134,False,No Failure
5742,M20601,M,302.3,311.7,1483,40.5,8,False,No Failure
6516,L53695,L,301.0,310.0,1480,43.5,21,False,No Failure
9515,L56694,L,299.0,310.1,1416,45.9,47,False,No Failure
9673,H39086,H,299.0,310.2,1744,31.5,0,False,No Failure
7371,M22230,M,299.6,310.1,1455,46.1,76,False,No Failure
295,M15154,M,298.1,308.5,1372,51.1,116,False,No Failure
1423,L48602,L,298.7,309.8,1530,35.5,0,False,No Failure
4353,L51532,L,301.9,309.7,1424,42.8,140,False,No Failure
7720,H37133,H,300.6,311.7,1535,33.3,92,False,No Failure
555,H29968,H,297.5,309.4,1368,45.3,129,False,No Failure
7594,L54773,L,300.5,311.2,1270,67.5,208,True,Overstrain Failure
6823,M21682,M,300.9,310.6,1709,29.2,158,False,No Failure
514,L47693,L,297.4,309.2,1428,38.8,26,False,No Failure
8816,H38229,H,297.3,308.5,1435,55.0,104,False,No Failure
5453,M20312,M,303.0,312.7,1553,35.8,122,False,No Failure
6492,L53671,L,300.8,310.0,1468,52.7,178,False,No Failure
3439,L50618,L,301.4,310.4,1471,37.5,193,False,No Failure
4327,L51506,L,301.6,310.1,1362,55.8,70,True,Heat Dissipation Failure
6064,L53243,L,301.1,311.1,1450,43.3,168,False,No Failure
7954,L55133,L,301.0,312.0,1447,36.8,31,False,No Failure
8971,L56150,L,297.0,307.6,1575,37.4,98,False,No Failure
8618,L55797,L,297.6,308.6,1529,45.3,15,False,No Failure
8474,M23333,M,298.6,309.8,1430,43.1,80,False,No Failure
8964,M23823,M,297.2,307.9,1687,30.4,82,False,No Failure
8494,M23353,M,298.3,309.5,1560,36.9,131,False,No Failure
5553,H34966,H,302.5,312.0,1579,35.7,167,False,No Failure
3057,L50236,L,300.2,309.2,1667,29.9,75,False,No Failure
2975,M17834,M,300.6,309.4,1521,37.2,90,False,No Failure
2348,L49527,L,299.2,308.3,1410,43.0,26,False,No Failure
6697,L53876,L,301.7,310.9,1636,31.3,42,False,No Failure
1501,M16360,M,298.0,308.7,2101,17.4,198,False,No Failure
5882,L53061,L,301.4,311.1,1952,22.7,131,False,No Failure
2876,M17735,M,300.5,309.4,1877,23.8,31,False,No Failure
2952,L50131,L,300.7,309.5,1685,31.1,27,False,No Failure
9749,M24608,M,298.9,310.1,1441,41.2,189,False,No Failure
8757,L55936,L,297.5,308.7,1761,26.2,164,False,No Failure
7258,L54437,L,300.2,310.4,1518,41.8,5,False,No Failure
4560,L51739,L,302.7,310.7,1433,43.7,13,False,No Failure
1668,L48847,L,298.2,307.9,1769,27.2,188,False,No Failure
7495,L54674,L,300.2,311.8,1436,48.2,175,False,No Failure
8760,M23619,M,297.5,308.7,1352,53.0,171,False,No Failure
3578,M18437,M,301.6,310.4,1455,39.0,118,False,No Failure
7940,L55119,L,300.8,311.8,1417,43.4,223,False,No Failure
3846,L51025,L,302.3,311.0,1591,32.7,171,False,No Failure
1949,L49128,L,298.1,308.1,1410,45.8,71,False,No Failure
264,M15123,M,298.0,308.1,1587,32.3,30,False,No Failure
5191,L52370,L,304.1,313.2,1452,48.0,126,False,No Failure
9688,M24547,M,299.1,310.1,1649,31.6,41,False,No Failure
8367,M23226,M,298.9,309.8,1836,22.8,18,False,No Failure
2398,L49577,L,299.2,308.6,1582,38.8,156,False,No Failure
9150,M24009,M,297.5,308.6,1429,50.5,129,False,No Failure
8516,L55695,L,298.2,309.4,1443,45.4,187,False,No Failure
5441,H34854,H,303.0,312.5,1698,30.0,89,False,No Failure
7932,L55111,L,300.7,311.7,1499,38.4,205,False,No Failure
6436,L53615,L,300.3,309.9,1621,34.1,36,False,No Failure
5897,L53076,L,301.1,310.8,1274,55.7,169,False,No Failure
8661,L55840,L,297.4,308.5,1295,52.1,130,False,No Failure
9854,L57033,L,298.6,309.4,1525,37.8,54,False,No Failure
2573,M17432,M,299.4,309.1,1352,44.7,172,False,No Failure
1019,L48198,L,296.3,307.2,1291,58.6,29,False,No Failure
4529,L51708,L,302.5,310.5,1507,39.5,147,False,No Failure
8454,L55633,L,298.6,309.9,1564,37.1,30,False,No Failure
5627,H35040,H,302.7,312.1,1603,32.5,148,False,No Failure
1159,L48338,L,297.0,307.9,1436,47.7,191,False,No Failure
7928,L55107,L,300.7,311.9,1476,42.0,196,False,No Failure
9134,L56313,L,297.7,308.7,1479,45.7,93,False,No Failure
3313,L50492,L,301.4,310.4,1639,28.9,94,False,No Failure
588,H30001,H,297.6,309.5,1623,33.1,224,False,No Failure
6078,L53257,L,300.9,310.7,1479,43.3,201,False,No Failure
6336,M21195,M,300.4,309.8,1430,43.4,198,False,No Failure
8864,L56043,L,298.0,309.2,1731,28.7,38,False,No Failure
3840,M18699,M,302.3,311.0,1578,33.5,158,False,No Failure
8378,L55557,L,298.8,309.7,1336,50.3,44,False,No Failure
5215,L52394,L,303.7,312.7,1572,37.2,192,False,No Failure
2380,H31793,H,299.1,308.2,1450,46.1,112,False,No Failure
5539,M20398,M,302.3,311.8,1879,23.0,124,False,No Failure
1826,M16685,M,298.0,307.5,1784,27.8,163,False,No Failure
5465,M20324,M,302.9,312.4,1659,33.1,152,False,No Failure
4351,M19210,M,301.9,309.7,1568,37.5,135,False,No Failure
6542,L53721,L,301.4,310.7,1509,38.3,95,False,No Failure
1602,L48781,L,297.8,307.8,1597,38.2,11,False,No Failure
2377,M17236,M,299.2,308.3,1364,51.8,104,False,No Failure
752,M15611,M,296.8,308.1,1843,24.2,212,False,No Failure
4844,L52023,L,303.3,311.8,1842,24.5,67,False,No Failure
8582,M23441,M,297.5,308.0,1429,45.8,148,False,No Failure
4723,M19582,M,303.4,311.8,1391,42.7,197,False,No Failure
310,M15169,M,297.9,308.5,1449,40.8,157,False,No Failure
3878,H33291,H,302.6,311.7,1471,48.3,25,False,No Failure
9520,L56699,L,299.0,310.1,1531,36.0,57,False,No Failure
774,L47953,L,296.8,308.0,1510,39.4,29,False,No Failure
6949,L54128,L,300.7,311.2,1457,51.4,61,False,No Failure
2158,M17017,M,299.4,309.0,1939,19.8,204,False,No Failure
4384,L51563,L,301.7,309.5,1298,65.5,229,True,Heat Dissipation Failure
2413,L49592,L,299.1,308.6,1408,46.7,196,False,No Failure
2156,L49335,L,299.3,308.8,1341,47.7,199,False,No Failure
7170,L54349,L,300.3,310.2,1492,52.3,2,False,No Failure
3298,L50477,L,301.2,310.3,1548,38.6,59,False,No Failure
3046,L50225,L,300.2,309.4,1526,35.3,46,False,No Failure
1678,M16537,M,297.9,307.5,1647,30.8,212,False,No Failure
2808,M17667,M,299.9,309.3,1452,41.9,106,False,No Failure
4985,L52164,L,303.8,313.1,1256,58.7,213,True,Overstrain Failure
6938,H36351,H,300.6,311.1,1452,40.2,28,False,No Failure
8517,L55696,L,298.3,309.6,1527,30.9,189,False,No Failure
510,M15369,M,297.6,309.3,1415,41.3,17,False,No Failure
3847,L51026,L,302.3,310.9,1403,47.2,173,False,No Failure
1566,L48745,L,298.0,308.2,1459,42.1,146,False,No Failure
7029,M21888,M,300.6,310.6,1403,50.4,64,False,No Failure
6104,L53283,L,300.8,310.8,1407,45.1,51,False,No Failure
8795,M23654,M,297.4,308.5,1497,36.4,56,False,No Failure
554,M15413,M,297.4,309.3,1564,36.0,126,False,No Failure
3441,L50620,L,301.3,310.3,1460,41.5,197,False,No Failure
9438,M24297,M,298.1,308.7,1527,43.0,56,False,No Failure
2480,L49659,L,299.0,308.5,1604,34.7,159,False,No Failure
5032,M19891,M,303.8,313.0,1514,45.0,113,False,No Failure
2121,H31534,H,299.2,308.8,1908,21.3,104,False,No Failure
4731,L51910,L,303.3,311.7,1508,35.5,217,False,No Failure
8006,L55185,L,300.8,312.0,1477,37.3,164,False,No Failure
3103,L50282,L,299.9,309.1,1412,48.3,198,False,No Failure
728,H30141,H,297.3,308.6,1499,37.6,147,False,No Failure
8322,L55501,L,298.8,309.6,1442,50.0,104,False,No Failure
7566,M22425,M,300.3,311.2,1783,25.6,139,False,No Failure
